make,model,procSpeed,salePrice
Razer,Blade,3.1,1917.0
Razer,Blade,3.4,1158.0
MSI,Raider,3.6,981.0
Razer,Blade,3.3,1212.0
Razer,Blade,3.1,773.0
Asus,ROG,3.4,612.0
Razer,Blade,3.7,1134.0
Razer,Blade,3.5,1538.0
HP,Omen,3.5,1115.0
MSI,Raider,3.8,1569.0
Razer,Blade,3.2,1510.0
Alienware,Area-51,3.0,1742.0
Razer,Blade,3.7,985.0
MSI,Raider,3.6,1534.0
Razer,Blade,3.5,931.0
Razer,Blade,3.5,644.0
Razer,Blade,3.3,1295.0
Asus,ROG,3.4,1748.0
Asus,ROG,3.0,834.0
Razer,Blade,3.7,1229.0
Razer,Blade,3.6,1914.0
Razer,Blade,3.7,1229.0
Razer,Blade,3.6,1892.0
Razer,Blade,3.8,775.0
Alienware,Area-51,3.2,1028.0
Alienware,Area-51,3.2,585.0
Razer,Blade,3.5,1481.0
Razer,Blade,3.8,1632.0
HP,Omen,3.3,848.0
Razer,Blade,3.4,1929.0
MSI,Raider,3.1,1588.0
Razer,Blade,3.0,518.0
Acer,Predator,3.6,1713.0
Razer,Blade,3.6,966.0
Acer,Predator,3.6,933.0
Asus,ROG,3.1,863.0
MSI,Raider,3.2,1028.0
Razer,Blade,3.5,1302.0
Razer,Blade,3.4,1776.0
Lenovo,Legion,3.5,1296.0
Razer,Blade,3.7,1898.0
Alienware,Area-51,3.2,1681.0
Razer,Blade,3.8,758.0
Alienware,Area-51,3.4,756.0
Lenovo,Legion,3.3,1828.0
Razer,Blade,3.0,1407.0
MSI,Raider,3.6,1501.0
Razer,Blade,3.4,1507.0
Razer,Blade,3.3,1155.0
Asus,ROG,3.3,1485.0
Razer,Blade,3.3,697.0
Razer,Blade,3.8,1724.0
Razer,Blade,3.2,657.0
Lenovo,Legion,3.7,1847.0
Razer,Blade,3.1,1819.0
Alienware,Area-51,3.2,727.0
Alienware,Area-51,3.6,1384.0
Razer,Blade,3.0,890.0
Razer,Blade,3.7,1250.0
MSI,Raider,3.4,1933.0
Razer,Blade,3.0,820.0
HP,Omen,3.7,1366.0
Razer,Blade,3.7,1230.0
MSI,Raider,3.5,1705.0
Asus,ROG,3.7,1418.0
Razer,Blade,3.4,1962.0
Razer,Blade,3.8,605.0
MSI,Raider,3.4,1723.0
Razer,Blade,3.4,1715.0
Razer,Blade,3.4,897.0
Razer,Blade,3.0,887.0
Alienware,Area-51,3.6,997.0
Razer,Blade,3.4,1355.0
Lenovo,Legion,3.7,1184.0
Alienware,Area-51,3.3,1848.0
MSI,Raider,3.0,1049.0
Razer,Blade,3.1,1928.0
Razer,Blade,3.3,778.0
Razer,Blade,3.7,1009.0
HP,Omen,3.7,1873.0
Razer,Blade,3.0,570.0
Acer,Predator,3.7,1162.0
Asus,ROG,3.2,1480.0
Razer,Blade,3.8,648.0
Razer,Blade,3.6,1367.0
Razer,Blade,3.6,1758.0
Razer,Blade,3.4,1800.0
Razer,Blade,3.3,1081.0
Asus,ROG,3.8,1782.0
Razer,Blade,3.3,841.0
Razer,Blade,3.5,1409.0
Razer,Blade,3.3,988.0
Razer,Blade,3.6,1032.0
Razer,Blade,3.3,1304.0
Acer,Predator,3.8,634.0
Acer,Predator,3.0,1548.0
HP,Omen,3.5,1712.0
Acer,Predator,3.3,1367.0
HP,Omen,3.5,1823.0
Razer,Blade,3.3,911.0
Lenovo,Legion,3.3,1692.0
Acer,Predator,3.7,1142.0
Razer,Blade,3.7,1400.0
MSI,Raider,3.6,682.0
Asus,ROG,3.3,1905.0
MSI,Raider,3.8,956.0
Alienware,Area-51,3.5,1055.0
Razer,Blade,3.7,968.0
MSI,Raider,3.5,1675.0
Razer,Blade,3.2,632.0
Alienware,Area-51,3.4,1893.0
Razer,Blade,3.8,1244.0
HP,Omen,3.0,1726.0
Razer,Blade,3.1,1956.0
Razer,Blade,3.2,1301.0
Razer,Blade,3.6,1383.0
Razer,Blade,3.4,1436.0
Razer,Blade,3.8,1550.0
Razer,Blade,3.1,1390.0
Razer,Blade,3.6,1338.0
Acer,Predator,3.3,561.0
Lenovo,Legion,3.6,866.0
Razer,Blade,3.1,1939.0
Razer,Blade,3.6,1525.0
Razer,Blade,3.2,868.0
Acer,Predator,3.0,1042.0
Razer,Blade,3.3,1742.0
Alienware,Area-51,3.6,1867.0
HP,Omen,3.8,1776.0
Razer,Blade,3.5,1481.0
Razer,Blade,3.2,529.0
Razer,Blade,3.1,698.0
Razer,Blade,3.7,1125.0
Asus,ROG,3.2,1502.0
Razer,Blade,3.5,1075.0
Razer,Blade,3.8,1039.0
HP,Omen,3.3,1804.0
Razer,Blade,3.3,1311.0
Asus,ROG,3.0,1536.0
Razer,Blade,3.6,810.0
Acer,Predator,3.3,954.0
Asus,ROG,3.4,762.0
Asus,ROG,3.8,691.0
MSI,Raider,3.5,1600.0
Razer,Blade,3.6,1225.0
Acer,Predator,3.8,1074.0
HP,Omen,3.2,1876.0
MSI,Raider,3.7,1899.0
Acer,Predator,3.0,1027.0
MSI,Raider,3.7,1005.0
Lenovo,Legion,3.7,752.0
Razer,Blade,3.6,1327.0
Razer,Blade,3.8,692.0
Razer,Blade,3.2,1385.0
Asus,ROG,3.6,1249.0
Razer,Blade,3.0,927.0
Razer,Blade,3.0,998.0
Razer,Blade,3.4,1035.0
Razer,Blade,3.8,1131.0
MSI,Raider,3.3,1260.0
Razer,Blade,3.6,783.0
Acer,Predator,3.0,1641.0
Acer,Predator,3.2,1328.0
Razer,Blade,3.6,1621.0
Razer,Blade,3.1,1114.0
Razer,Blade,3.8,1365.0
Razer,Blade,3.8,1511.0
Razer,Blade,3.5,622.0
MSI,Raider,3.2,649.0
Razer,Blade,3.7,752.0
Razer,Blade,3.1,1692.0
MSI,Raider,3.2,865.0
Asus,ROG,3.4,664.0
Asus,ROG,3.2,1535.0
Lenovo,Legion,3.3,681.0
Acer,Predator,3.6,1707.0
Lenovo,Legion,3.6,1238.0
HP,Omen,3.8,1937.0
Razer,Blade,3.5,1430.0
Razer,Blade,3.0,1928.0
Razer,Blade,3.6,1685.0
Razer,Blade,3.6,1041.0
Lenovo,Legion,3.2,1339.0
Razer,Blade,3.1,1374.0
Razer,Blade,3.6,1787.0
Razer,Blade,3.6,1725.0
Razer,Blade,3.5,730.0
Acer,Predator,3.7,1865.0
MSI,Raider,3.8,589.0
Razer,Blade,3.5,960.0
Lenovo,Legion,3.4,1880.0
Lenovo,Legion,3.8,1743.0
Razer,Blade,3.5,1669.0
Razer,Blade,3.8,1073.0
Asus,ROG,3.0,805.0
Asus,ROG,3.7,1540.0
Lenovo,Legion,3.0,1747.0
Razer,Blade,3.5,1462.0
Razer,Blade,3.6,1310.0
Acer,Predator,3.2,848.0
Razer,Blade,3.4,628.0
Razer,Blade,3.0,560.0
Razer,Blade,3.3,1469.0
MSI,Raider,3.7,1283.0
Razer,Blade,3.0,622.0
Razer,Blade,3.6,775.0
Asus,ROG,3.4,1106.0
Alienware,Area-51,3.2,1190.0
Lenovo,Legion,3.3,723.0
Lenovo,Legion,3.6,1764.0
Razer,Blade,3.8,1918.0
Razer,Blade,3.1,720.0
HP,Omen,3.3,1751.0
Razer,Blade,3.6,857.0
HP,Omen,3.4,1205.0
MSI,Raider,3.4,1223.0
Razer,Blade,3.8,987.0
Alienware,Area-51,3.6,1314.0
Asus,ROG,3.5,1456.0
Razer,Blade,3.4,1502.0
Asus,ROG,3.6,1754.0
MSI,Raider,3.0,1353.0
Razer,Blade,3.2,1233.0
Lenovo,Legion,3.0,1624.0
Lenovo,Legion,3.3,1403.0
Lenovo,Legion,3.6,1863.0
Razer,Blade,3.0,1967.0
Razer,Blade,3.8,1015.0
Razer,Blade,3.2,513.0
Razer,Blade,3.3,1137.0
Alienware,Area-51,3.0,607.0
MSI,Raider,3.3,1187.0
Acer,Predator,3.7,1850.0
Asus,ROG,3.4,1853.0
Razer,Blade,3.4,1251.0
Asus,ROG,3.0,885.0
Razer,Blade,3.8,1565.0
Razer,Blade,3.4,589.0
Asus,ROG,3.6,899.0
Asus,ROG,3.4,1046.0
Razer,Blade,3.3,1049.0
Alienware,Area-51,3.1,1144.0
Razer,Blade,3.4,585.0
Razer,Blade,3.1,1701.0
Razer,Blade,3.1,682.0
Lenovo,Legion,3.8,1199.0
Razer,Blade,3.6,734.0
Acer,Predator,3.4,687.0
MSI,Raider,3.1,1817.0
Razer,Blade,3.7,1127.0
Razer,Blade,3.4,1397.0
Asus,ROG,3.6,1503.0
Razer,Blade,3.7,508.0
Razer,Blade,3.2,918.0
Acer,Predator,3.7,1352.0
HP,Omen,3.4,687.0
Razer,Blade,3.2,1536.0
Razer,Blade,3.7,572.0
MSI,Raider,3.5,1814.0
Alienware,Area-51,3.8,708.0
HP,Omen,3.6,552.0
Alienware,Area-51,3.7,1657.0
Alienware,Area-51,3.0,1046.0
Razer,Blade,3.1,1109.0
Asus,ROG,3.6,1758.0
Razer,Blade,3.5,1247.0
Razer,Blade,3.8,1765.0
Lenovo,Legion,3.0,1752.0
Asus,ROG,3.0,1296.0
Acer,Predator,3.2,1750.0
Acer,Predator,3.7,1888.0
Razer,Blade,3.8,1389.0
HP,Omen,3.4,612.0
Lenovo,Legion,3.8,1664.0
Razer,Blade,3.6,1870.0
Alienware,Area-51,3.3,1037.0
Razer,Blade,3.0,1594.0
Asus,ROG,3.3,521.0
MSI,Raider,3.4,1507.0
HP,Omen,3.0,1226.0
Razer,Blade,3.5,1746.0
Razer,Blade,3.6,1288.0
Razer,Blade,3.6,573.0
Razer,Blade,3.3,1943.0
HP,Omen,3.2,626.0
Razer,Blade,3.2,898.0
Razer,Blade,3.6,1303.0
MSI,Raider,3.4,1144.0
Lenovo,Legion,3.6,1686.0
Razer,Blade,3.3,1882.0
Razer,Blade,3.4,528.0
Asus,ROG,3.8,1795.0
Razer,Blade,3.3,1309.0
Razer,Blade,3.6,1574.0
Razer,Blade,3.3,1815.0
MSI,Raider,3.4,586.0
Asus,ROG,3.3,1557.0
HP,Omen,3.1,993.0
Razer,Blade,3.0,1642.0
Razer,Blade,3.1,1613.0
MSI,Raider,3.4,1795.0
Acer,Predator,3.6,1104.0
Razer,Blade,3.6,727.0
Razer,Blade,3.3,1420.0
Acer,Predator,3.5,1638.0
Razer,Blade,3.4,1762.0
Lenovo,Legion,3.4,540.0
Razer,Blade,3.6,801.0
Lenovo,Legion,3.6,752.0
Razer,Blade,3.6,1716.0
Razer,Blade,3.1,1109.0
Razer,Blade,3.8,1710.0
Razer,Blade,3.4,624.0
Razer,Blade,3.6,1719.0
Lenovo,Legion,3.4,1704.0
Asus,ROG,3.3,787.0
Razer,Blade,3.5,1563.0
Razer,Blade,3.0,1004.0
Razer,Blade,3.7,1825.0
Razer,Blade,3.1,823.0
Razer,Blade,3.2,765.0
Razer,Blade,3.6,1967.0
Razer,Blade,3.5,1587.0
Lenovo,Legion,3.2,1632.0
Razer,Blade,3.2,1359.0
Razer,Blade,3.1,854.0
Razer,Blade,3.4,1241.0
Razer,Blade,3.7,1975.0
Acer,Predator,3.4,1200.0
MSI,Raider,3.7,863.0
Razer,Blade,3.7,1313.0
Razer,Blade,3.0,1541.0
Razer,Blade,3.0,1150.0
Razer,Blade,3.4,529.0
Razer,Blade,3.0,1283.0
MSI,Raider,3.3,1949.0
Asus,ROG,3.7,995.0
Razer,Blade,3.2,895.0
Lenovo,Legion,3.0,1463.0
Razer,Blade,3.1,1289.0
Razer,Blade,3.0,1577.0
Razer,Blade,3.1,549.0
Razer,Blade,3.7,1549.0
Razer,Blade,3.8,639.0
Razer,Blade,3.3,1630.0
MSI,Raider,3.5,1811.0
Acer,Predator,3.5,1846.0
Razer,Blade,3.1,1983.0
Asus,ROG,3.6,1879.0
HP,Omen,3.8,1938.0
Razer,Blade,3.3,1452.0
HP,Omen,3.7,1942.0
Razer,Blade,3.1,1889.0
Razer,Blade,3.3,1534.0
Razer,Blade,3.4,540.0
Asus,ROG,3.5,1341.0
Razer,Blade,3.1,1104.0
Razer,Blade,3.7,1921.0
MSI,Raider,3.4,862.0
Razer,Blade,3.4,1012.0
Razer,Blade,3.8,1525.0
Razer,Blade,3.7,1787.0
Razer,Blade,3.8,1395.0
Razer,Blade,3.5,602.0
Razer,Blade,3.3,704.0
Lenovo,Legion,3.0,882.0
Razer,Blade,3.4,1721.0
Razer,Blade,3.5,1405.0
Razer,Blade,3.8,1086.0
Razer,Blade,3.6,1481.0
Acer,Predator,3.6,1878.0
Razer,Blade,3.6,1084.0
Acer,Predator,3.7,1478.0
Razer,Blade,3.8,579.0
Asus,ROG,3.0,1359.0
MSI,Raider,3.7,1307.0
HP,Omen,3.0,1264.0
Razer,Blade,3.8,764.0
Razer,Blade,3.5,1407.0
Acer,Predator,3.3,606.0
MSI,Raider,3.3,1546.0
Alienware,Area-51,3.0,676.0
Razer,Blade,3.5,810.0
Asus,ROG,3.7,1277.0
Acer,Predator,3.4,1400.0
Asus,ROG,3.2,1464.0
Acer,Predator,3.6,796.0
Razer,Blade,3.6,702.0
Acer,Predator,3.5,523.0
Razer,Blade,3.8,932.0
Asus,ROG,3.4,1408.0
MSI,Raider,3.0,948.0
HP,Omen,3.1,862.0
Razer,Blade,3.3,645.0
Razer,Blade,3.6,1748.0
Razer,Blade,3.4,1556.0
Razer,Blade,3.2,1567.0
Razer,Blade,3.1,1307.0
Alienware,Area-51,3.2,1403.0
MSI,Raider,3.8,875.0
Razer,Blade,3.4,796.0
Razer,Blade,3.3,531.0
Alienware,Area-51,3.6,1438.0
Razer,Blade,3.1,1193.0
MSI,Raider,3.7,1201.0
Razer,Blade,3.7,1907.0
Razer,Blade,3.0,1483.0
Razer,Blade,3.5,1019.0
Razer,Blade,3.6,1464.0
Alienware,Area-51,3.0,1946.0
Razer,Blade,3.6,1603.0
MSI,Raider,3.0,1435.0
Alienware,Area-51,3.4,1908.0
Razer,Blade,3.6,1314.0
Razer,Blade,3.7,1976.0
Razer,Blade,3.0,1781.0
Lenovo,Legion,3.2,1164.0
HP,Omen,3.7,1555.0
Alienware,Area-51,3.6,943.0
Razer,Blade,3.1,1107.0
Razer,Blade,3.8,800.0
Razer,Blade,3.8,764.0
Razer,Blade,3.8,573.0
MSI,Raider,3.7,1236.0
Lenovo,Legion,3.7,1741.0
Alienware,Area-51,3.1,1468.0
Razer,Blade,3.5,1227.0
Lenovo,Legion,3.4,893.0
Razer,Blade,3.4,986.0
Razer,Blade,3.2,700.0
Razer,Blade,3.6,1352.0
HP,Omen,3.4,674.0
Razer,Blade,3.7,1397.0
Razer,Blade,3.1,1531.0
Alienware,Area-51,3.2,852.0
Asus,ROG,3.4,704.0
Alienware,Area-51,3.2,1892.0
Razer,Blade,3.8,564.0
Lenovo,Legion,3.5,1295.0
MSI,Raider,3.0,695.0
Razer,Blade,3.7,1540.0
Razer,Blade,3.5,846.0
Alienware,Area-51,3.3,912.0
Acer,Predator,3.8,950.0
Razer,Blade,3.4,1146.0
HP,Omen,3.2,1329.0
Alienware,Area-51,3.4,1111.0
Razer,Blade,3.6,594.0
Razer,Blade,3.5,1152.0
Razer,Blade,3.8,765.0
Razer,Blade,3.4,1365.0
Razer,Blade,3.8,1483.0
Asus,ROG,3.6,1478.0
Razer,Blade,3.0,882.0
Asus,ROG,3.1,648.0
Razer,Blade,3.6,1163.0
Razer,Blade,3.6,1024.0
Razer,Blade,3.2,945.0
Razer,Blade,3.7,1489.0
Acer,Predator,3.7,1021.0
Razer,Blade,3.6,1398.0
Asus,ROG,3.8,1969.0
Razer,Blade,3.1,1984.0
Razer,Blade,3.2,903.0
Razer,Blade,3.0,1920.0
Lenovo,Legion,3.2,1664.0
HP,Omen,3.2,1212.0
MSI,Raider,3.7,1125.0
Alienware,Area-51,3.4,1094.0
Razer,Blade,3.5,1266.0
MSI,Raider,3.0,1589.0
Lenovo,Legion,3.8,974.0
Razer,Blade,3.3,1924.0
Razer,Blade,3.6,1585.0
Razer,Blade,3.7,1906.0
Alienware,Area-51,3.0,1393.0
Lenovo,Legion,3.7,1824.0
Razer,Blade,3.5,863.0
Razer,Blade,3.2,1198.0
Lenovo,Legion,3.2,1715.0
Asus,ROG,3.5,1817.0
Razer,Blade,3.3,706.0
Razer,Blade,3.4,937.0
Razer,Blade,3.1,1027.0
Razer,Blade,3.4,925.0
HP,Omen,3.1,738.0
Acer,Predator,3.5,1920.0
Razer,Blade,3.2,1259.0
Razer,Blade,3.2,1901.0
Razer,Blade,3.0,1166.0
Asus,ROG,3.8,689.0
Razer,Blade,3.7,1385.0
Razer,Blade,3.0,1231.0
Lenovo,Legion,3.3,1798.0
Razer,Blade,3.4,1226.0
HP,Omen,3.3,1500.0
Alienware,Area-51,3.2,1841.0
Lenovo,Legion,3.0,1174.0
Razer,Blade,3.6,671.0
MSI,Raider,3.8,1838.0
Acer,Predator,3.1,1126.0
Razer,Blade,3.4,1919.0
Razer,Blade,3.2,1187.0
Razer,Blade,3.4,1694.0
Razer,Blade,3.5,1931.0
MSI,Raider,3.7,1708.0
HP,Omen,3.8,1466.0
Razer,Blade,3.8,1987.0
Razer,Blade,3.8,1549.0
Razer,Blade,3.6,1051.0
HP,Omen,3.3,1867.0
Razer,Blade,3.6,1116.0
Razer,Blade,3.7,1751.0
Razer,Blade,3.5,1411.0
Razer,Blade,3.1,1427.0
Razer,Blade,3.3,1968.0
Razer,Blade,3.4,1481.0
Razer,Blade,3.4,721.0
Lenovo,Legion,3.0,1013.0
Razer,Blade,3.8,758.0
Razer,Blade,3.0,757.0
Razer,Blade,3.5,1598.0
Razer,Blade,3.2,1605.0
HP,Omen,3.6,707.0
MSI,Raider,3.3,558.0
Asus,ROG,3.1,1527.0
HP,Omen,3.8,1027.0
Razer,Blade,3.0,1055.0
Razer,Blade,3.8,908.0
Razer,Blade,3.6,1900.0
Alienware,Area-51,3.4,1589.0
Razer,Blade,3.2,1003.0
Razer,Blade,3.6,736.0
Razer,Blade,3.6,1771.0
Razer,Blade,3.8,547.0
Alienware,Area-51,3.2,786.0
Razer,Blade,3.2,1234.0
Razer,Blade,3.4,1769.0
Razer,Blade,3.8,1821.0
Razer,Blade,3.3,564.0
Razer,Blade,3.5,1207.0
Razer,Blade,3.5,1758.0
Razer,Blade,3.1,1565.0
Razer,Blade,3.7,1403.0
Razer,Blade,3.6,1316.0
Razer,Blade,3.5,1333.0
MSI,Raider,3.7,534.0
Razer,Blade,3.0,1001.0
Lenovo,Legion,3.0,1025.0
Razer,Blade,3.5,1829.0
MSI,Raider,3.2,1197.0
Razer,Blade,3.4,1708.0
HP,Omen,3.4,1423.0
Razer,Blade,3.8,1149.0
Razer,Blade,3.1,1169.0
Asus,ROG,3.3,1764.0
Razer,Blade,3.0,508.0
Razer,Blade,3.1,1897.0
Razer,Blade,3.1,1420.0
Razer,Blade,3.2,1266.0
MSI,Raider,3.3,709.0
Asus,ROG,3.7,967.0
MSI,Raider,3.3,814.0
Razer,Blade,3.7,1126.0
Razer,Blade,3.6,1670.0
Asus,ROG,3.7,810.0
Alienware,Area-51,3.5,663.0
Lenovo,Legion,3.2,890.0
MSI,Raider,3.7,613.0
Asus,ROG,3.3,1174.0
Razer,Blade,3.5,918.0
HP,Omen,3.5,876.0
Razer,Blade,3.6,1008.0
Asus,ROG,3.2,1610.0
Asus,ROG,3.3,1911.0
Razer,Blade,3.6,1875.0
MSI,Raider,3.7,1488.0
Razer,Blade,3.6,1164.0
Razer,Blade,3.4,881.0
HP,Omen,3.1,1090.0
Razer,Blade,3.8,1923.0
Razer,Blade,3.6,1518.0
Razer,Blade,3.1,1958.0
Asus,ROG,3.0,1379.0
MSI,Raider,3.0,1096.0
Razer,Blade,3.2,1655.0
MSI,Raider,3.8,543.0
Razer,Blade,3.8,1868.0
Razer,Blade,3.5,1455.0
Razer,Blade,3.5,824.0
Razer,Blade,3.8,1273.0
Razer,Blade,3.4,1837.0
Razer,Blade,3.3,515.0
Asus,ROG,3.8,1196.0
Acer,Predator,3.4,1249.0
Lenovo,Legion,3.7,1022.0
Razer,Blade,3.1,1440.0
Acer,Predator,3.6,1255.0
Razer,Blade,3.1,1560.0
Razer,Blade,3.0,1751.0
Razer,Blade,3.6,1271.0
Razer,Blade,3.2,1597.0
Razer,Blade,3.5,565.0
Asus,ROG,3.2,997.0
Razer,Blade,3.6,795.0
Razer,Blade,3.6,657.0
Razer,Blade,3.6,1569.0
Razer,Blade,3.8,599.0
Razer,Blade,3.8,1940.0
Razer,Blade,3.6,1924.0
Razer,Blade,3.8,1939.0
MSI,Raider,3.1,729.0
Razer,Blade,3.7,1128.0
Alienware,Area-51,3.4,1637.0
Razer,Blade,3.2,563.0
MSI,Raider,3.5,639.0
Razer,Blade,3.0,1490.0
Razer,Blade,3.1,1613.0
Alienware,Area-51,3.5,575.0
Razer,Blade,3.5,1078.0
Razer,Blade,3.0,526.0
Acer,Predator,3.0,744.0
Alienware,Area-51,3.6,639.0
MSI,Raider,3.3,587.0
Asus,ROG,3.0,1623.0
Razer,Blade,3.1,1407.0
Lenovo,Legion,3.3,953.0
Razer,Blade,3.8,828.0
Acer,Predator,3.2,1210.0
Lenovo,Legion,3.1,1641.0
Razer,Blade,3.3,516.0
MSI,Raider,3.5,866.0
Acer,Predator,3.1,1255.0
Alienware,Area-51,3.2,873.0
Razer,Blade,3.4,1804.0
Acer,Predator,3.8,1472.0
MSI,Raider,3.2,1696.0
Razer,Blade,3.3,1497.0
Razer,Blade,3.2,1188.0
MSI,Raider,3.0,1946.0
HP,Omen,3.3,893.0
Alienware,Area-51,3.5,1126.0
Razer,Blade,3.0,1744.0
Acer,Predator,3.3,1844.0
Razer,Blade,3.6,1642.0
Asus,ROG,3.7,1471.0
Razer,Blade,3.2,1840.0
Razer,Blade,3.8,728.0
Asus,ROG,3.1,877.0
HP,Omen,3.8,1842.0
Acer,Predator,3.0,888.0
Razer,Blade,3.3,1377.0
Razer,Blade,3.8,1005.0
Razer,Blade,3.1,895.0
Razer,Blade,3.7,521.0
Razer,Blade,3.2,1671.0
Razer,Blade,3.6,1881.0
Razer,Blade,3.5,1732.0
Razer,Blade,3.4,1527.0
Lenovo,Legion,3.2,1436.0
Asus,ROG,3.7,1621.0
Razer,Blade,3.0,604.0
Razer,Blade,3.1,1410.0
Razer,Blade,3.6,1610.0
Razer,Blade,3.5,1383.0
Acer,Predator,3.1,1635.0
Razer,Blade,3.1,965.0
Razer,Blade,3.7,817.0
Razer,Blade,3.3,1982.0
Razer,Blade,3.7,939.0
Razer,Blade,3.1,1353.0
Razer,Blade,3.8,1480.0
Acer,Predator,3.7,1640.0
Razer,Blade,3.4,1946.0
Razer,Blade,3.7,1232.0
Razer,Blade,3.4,1329.0
MSI,Raider,3.2,993.0
Razer,Blade,3.3,1074.0
Asus,ROG,3.2,1864.0
Razer,Blade,3.7,1639.0
Acer,Predator,3.6,1642.0
Razer,Blade,3.1,1998.0
Razer,Blade,3.7,532.0
Alienware,Area-51,3.4,1928.0
Razer,Blade,3.6,897.0
Razer,Blade,3.6,1721.0
Razer,Blade,3.5,1609.0
HP,Omen,3.8,719.0
Asus,ROG,3.7,1446.0
Razer,Blade,3.7,1116.0
Lenovo,Legion,3.0,660.0
Alienware,Area-51,3.7,1438.0
HP,Omen,3.2,1683.0
Alienware,Area-51,3.4,672.0
MSI,Raider,3.5,1737.0
Asus,ROG,3.2,1780.0
Razer,Blade,3.0,1619.0
Acer,Predator,3.4,987.0
Lenovo,Legion,3.2,1202.0
Razer,Blade,3.3,536.0
Razer,Blade,3.3,1230.0
Lenovo,Legion,3.8,1079.0
Razer,Blade,3.2,1211.0
Alienware,Area-51,3.6,1050.0
Razer,Blade,3.5,673.0
Asus,ROG,3.7,672.0
Razer,Blade,3.6,1854.0
Razer,Blade,3.7,1494.0
Lenovo,Legion,3.5,1208.0
Razer,Blade,3.4,1013.0
Acer,Predator,3.0,712.0
Acer,Predator,3.5,1354.0
Razer,Blade,3.2,1215.0
MSI,Raider,3.7,996.0
Razer,Blade,3.4,1795.0
Razer,Blade,3.6,1108.0
Razer,Blade,3.1,1213.0
Alienware,Area-51,3.4,1895.0
MSI,Raider,3.0,1262.0
Razer,Blade,3.1,579.0
Razer,Blade,3.2,917.0
Lenovo,Legion,3.8,686.0
Razer,Blade,3.1,802.0
Razer,Blade,3.7,899.0
Razer,Blade,3.6,1677.0
Razer,Blade,3.2,794.0
Razer,Blade,3.0,621.0
Lenovo,Legion,3.6,1998.0
Alienware,Area-51,3.1,1112.0
HP,Omen,3.6,1039.0
Razer,Blade,3.0,1744.0
Acer,Predator,3.3,1130.0
MSI,Raider,3.5,1042.0
Razer,Blade,3.4,1606.0
Razer,Blade,3.0,988.0
Razer,Blade,3.3,551.0
HP,Omen,3.0,1313.0
Razer,Blade,3.7,548.0
Razer,Blade,3.6,1490.0
Lenovo,Legion,3.0,1214.0
Lenovo,Legion,3.3,526.0
Razer,Blade,3.8,1310.0
MSI,Raider,3.2,1910.0
Razer,Blade,3.8,1857.0
Razer,Blade,3.0,1260.0
Asus,ROG,3.4,942.0
Razer,Blade,3.5,1005.0
Alienware,Area-51,3.3,529.0
Asus,ROG,3.7,1030.0
Razer,Blade,3.5,1544.0
Alienware,Area-51,3.8,1242.0
HP,Omen,3.5,1625.0
MSI,Raider,3.4,551.0
Razer,Blade,3.6,1220.0
Razer,Blade,3.1,1651.0
Razer,Blade,3.7,1991.0
Razer,Blade,3.3,1876.0
Razer,Blade,3.5,922.0
Asus,ROG,3.7,1915.0
Razer,Blade,3.3,1285.0
Lenovo,Legion,3.0,744.0
Razer,Blade,3.6,1434.0
Razer,Blade,3.6,1559.0
Razer,Blade,3.7,954.0
Asus,ROG,3.2,742.0
Razer,Blade,3.4,927.0
Razer,Blade,3.3,1421.0
HP,Omen,3.7,1639.0
Razer,Blade,3.4,946.0
Alienware,Area-51,3.7,690.0
HP,Omen,3.0,860.0
Razer,Blade,3.6,733.0
HP,Omen,3.8,1907.0
Razer,Blade,3.3,659.0
Lenovo,Legion,3.0,1418.0
MSI,Raider,3.1,639.0
Razer,Blade,3.3,622.0
Lenovo,Legion,3.0,943.0
MSI,Raider,3.2,1743.0
Razer,Blade,3.3,1728.0
Acer,Predator,3.8,788.0
Razer,Blade,3.2,1078.0
Razer,Blade,3.4,629.0
Lenovo,Legion,3.2,1173.0
Razer,Blade,3.7,1557.0
Acer,Predator,3.1,1975.0
Asus,ROG,3.1,1574.0
Razer,Blade,3.0,1571.0
Razer,Blade,3.6,1490.0
Razer,Blade,3.4,1853.0
Acer,Predator,3.8,1564.0
MSI,Raider,3.2,1436.0
Razer,Blade,3.1,1560.0
Razer,Blade,3.2,637.0
Asus,ROG,3.3,1661.0
Alienware,Area-51,3.3,1600.0
Alienware,Area-51,3.8,1978.0
Razer,Blade,3.7,1189.0
Razer,Blade,3.5,1452.0
Razer,Blade,3.4,544.0
Razer,Blade,3.4,1982.0
Razer,Blade,3.4,1448.0
Razer,Blade,3.0,1214.0
Asus,ROG,3.6,1190.0
Razer,Blade,3.1,1880.0
Razer,Blade,3.3,562.0
Razer,Blade,3.3,1339.0
Lenovo,Legion,3.4,1795.0
Razer,Blade,3.5,1363.0
Razer,Blade,3.3,1280.0
Razer,Blade,3.3,1855.0
HP,Omen,3.1,1462.0
Razer,Blade,3.4,689.0
MSI,Raider,3.0,1972.0
Razer,Blade,3.6,1024.0
Razer,Blade,3.8,1226.0
Razer,Blade,3.0,1731.0
Razer,Blade,3.2,1931.0
Razer,Blade,3.2,892.0
Asus,ROG,3.8,638.0
Razer,Blade,3.4,1358.0
Razer,Blade,3.3,1682.0
Razer,Blade,3.5,1154.0
Lenovo,Legion,3.7,1303.0
Razer,Blade,3.2,1198.0
Razer,Blade,3.6,843.0
Razer,Blade,3.6,1221.0
