registration,make,model,procSpeed
QfhLNfs,Razer,Blade,3.4
jOZGCBb,Razer,Blade,3.5
3JTLWUo,Acer,Predator,3.3
PHERr7U,Razer,Blade,3.1
Nok2TV2,Razer,Blade,3.6
85gO3w1,Lenovo,Legion,3.3
gyiPIgp,Razer,Blade,3.5
REf0oMH,Razer,Blade,3.3
Ap2dKwq,Asus,ROG,3.1
6bjsmfF,HP,Omen,3.4
UERt5OS,Asus,ROG,3.2
92KiRn5,Asus,ROG,3.8
SRaeAXK,Asus,ROG,3.6
h3amYVh,Razer,Blade,3.0
1OM3JMK,Asus,ROG,3.5
1zgLSBH,Razer,Blade,3.4
WpPp8PH,MSI,Raider,3.1
fsxXsnS,Razer,Blade,3.3
yBWmQF8,Razer,Blade,3.5
aqxBx0d,Razer,Blade,3.1
hcjGDe2,Razer,Blade,3.7
KkPRjvU,Razer,Blade,3.7
IFkyADc,Alienware,Area-51,3.6
kRwdQPg,Razer,Blade,3.5
j92393O,Razer,Blade,3.4
JivB3ke,Acer,Predator,3.3
uJTBoe7,Razer,Blade,3.5
BitWdM9,Razer,Blade,3.1
yoZoBW8,Lenovo,Legion,3.0
TLDS4Kd,Razer,Blade,3.7
kQ0upTy,HP,Omen,3.0
7KBTKHd,HP,Omen,3.6
6KpkwVm,Lenovo,Legion,3.8
AConeGp,MSI,Raider,3.7
Y3DLKkt,MSI,Raider,3.1
6x1uwJZ,Razer,Blade,3.4
DKMv9Zl,Lenovo,Legion,3.1
2Kz57u5,Razer,Blade,3.6
AlD8EcC,Razer,Blade,3.5
CcTcNYk,HP,Omen,3.3
r12vnqu,Asus,ROG,3.8
iylMRCO,Razer,Blade,3.2
cb3wMZg,MSI,Raider,3.6
pkYz22d,HP,Omen,3.6
32MNQPv,Alienware,Area-51,3.3
0Y9h2hU,Razer,Blade,3.3
rHRI0C4,Razer,Blade,3.4
uRklVmT,Razer,Blade,3.4
PNDiwAY,Razer,Blade,3.8
9ItTpCY,Razer,Blade,3.7
E3rNJyS,Razer,Blade,3.3
8ueumWG,MSI,Raider,3.4
dew0CZO,Alienware,Area-51,3.6
l6atZiK,Asus,ROG,3.5
lzaQk36,Razer,Blade,3.0
QuCz0GW,Acer,Predator,3.1
Qz6DCXx,Razer,Blade,3.5
Rt6s9p5,Razer,Blade,3.0
id8zNEk,Lenovo,Legion,3.5
bYOVSYw,HP,Omen,3.5
pKO9ocg,Lenovo,Legion,3.7
TZNg0dD,Razer,Blade,3.2
tXKoBG9,Asus,ROG,3.1
7NFAadD,Acer,Predator,3.4
zvsyxN8,Razer,Blade,3.5
87ykb0I,Acer,Predator,3.3
lre2m8f,Razer,Blade,3.4
nJ2tfnL,Razer,Blade,3.8
8NTOWwX,Asus,ROG,3.1
mYvKv34,Acer,Predator,3.4
7BHC7Qs,HP,Omen,3.8
zl3aqp1,MSI,Raider,3.0
oiMcsJG,Razer,Blade,3.7
PMYTJrV,Razer,Blade,3.8
tuLknlK,Razer,Blade,3.1
6WtDD3x,Acer,Predator,3.7
6eBFhUP,Razer,Blade,3.5
9jXrWnq,Razer,Blade,3.2
VEDbyae,MSI,Raider,3.8
nwpjkLE,Razer,Blade,3.8
1ALRpTT,Razer,Blade,3.1
e4SaKUO,HP,Omen,3.0
LXEM3pf,Razer,Blade,3.1
7HoSjeV,Razer,Blade,3.7
OB38YjV,Razer,Blade,3.2
0OlNtmk,Asus,ROG,3.7
uL8ndy1,Acer,Predator,3.0
xUrwZSP,Asus,ROG,3.7
RV1iug9,Razer,Blade,3.6
3rKC7bl,Lenovo,Legion,3.1
iO1cR3O,Razer,Blade,3.4
45IQCLq,Razer,Blade,3.1
fuXnQ5D,Razer,Blade,3.0
zAXZRV2,Razer,Blade,3.1
uMmGXR8,Razer,Blade,3.6
u1C6zgs,Razer,Blade,3.5
adMNRwP,Acer,Predator,3.4
tyrUgka,Razer,Blade,3.0
MIBpBXl,Acer,Predator,3.3
fVo7SG7,Lenovo,Legion,3.7
jFg11b3,Razer,Blade,3.2
0BKwBtt,MSI,Raider,3.0
TDica0n,Lenovo,Legion,3.1
ulNW1x0,Alienware,Area-51,3.6
C8wAEjI,Razer,Blade,3.7
IyDCxjG,HP,Omen,3.7
RhFhq69,Razer,Blade,3.8
wzSpZN0,MSI,Raider,3.3
wGnMobV,Razer,Blade,3.0
nbfQ5iO,Razer,Blade,3.8
CEwANGp,Razer,Blade,3.8
Bpo7E8S,Alienware,Area-51,3.8
n8j1tGN,Razer,Blade,3.2
3CdeMU2,Razer,Blade,3.6
1gAEi3k,Razer,Blade,3.2
gC3W3bz,Razer,Blade,3.1
DZ8I9IO,Acer,Predator,3.3
M4QMwAs,Alienware,Area-51,3.8
V2dZwAt,Alienware,Area-51,3.5
xNJORaD,Razer,Blade,3.2
VBjSfmg,Asus,ROG,3.4
b7RsTP9,Lenovo,Legion,3.6
jiuXbjn,Razer,Blade,3.5
YFiXnSH,Razer,Blade,3.6
QUciJFQ,Lenovo,Legion,3.7
xLbtkmh,Acer,Predator,3.2
SA7xRhj,Acer,Predator,3.7
2BL08uk,Acer,Predator,3.7
NByDpbx,Razer,Blade,3.5
0bI1JnN,Razer,Blade,3.3
0sRUTqE,Razer,Blade,3.2
OcaFtXw,Razer,Blade,3.4
RzXazZw,Razer,Blade,3.3
FdVS0Xo,Asus,ROG,3.3
Sjq9WPa,Razer,Blade,3.6
uScrZIC,Razer,Blade,3.5
o64zk3r,Razer,Blade,3.5
xVGecd5,Acer,Predator,3.4
Nd28Rl4,Razer,Blade,3.3
g8Jl0l3,Lenovo,Legion,3.5
WQpUXND,Asus,ROG,3.3
er0WOyK,Razer,Blade,3.0
qdroaiM,Razer,Blade,3.8
5asTyyc,Razer,Blade,3.5
7rUcdUZ,Acer,Predator,3.2
h1GlZgd,Razer,Blade,3.8
IREzn2m,Razer,Blade,3.5
hYHlOes,Razer,Blade,3.6
vH4ZIDP,Razer,Blade,3.7
YHbe8Bf,Razer,Blade,3.5
iPwpTZu,Razer,Blade,3.3
5TCagZp,Lenovo,Legion,3.6
DJYoqRM,Lenovo,Legion,3.5
3Qqb7Ih,Razer,Blade,3.0
Pj1LDna,Razer,Blade,3.5
C3oVmHt,Asus,ROG,3.0
UnRhatY,Razer,Blade,3.2
Zt63PVx,Razer,Blade,3.3
2H5VeJA,HP,Omen,3.1
x3xE0oV,Razer,Blade,3.3
nTTgpu1,Alienware,Area-51,3.2
rjIkcJZ,MSI,Raider,3.0
F8Imwpm,HP,Omen,3.3
IybCsKK,Razer,Blade,3.0
mqOgIyg,Razer,Blade,3.6
wjr4c7M,Asus,ROG,3.3
sv1w0l3,HP,Omen,3.5
KrBPU0S,Asus,ROG,3.6
NCPNVUh,Razer,Blade,3.0
kLsCggq,Razer,Blade,3.2
dbaigcl,HP,Omen,3.0
DzjernG,Acer,Predator,3.3
79EsSIJ,Acer,Predator,3.1
nWu3NZZ,Asus,ROG,3.0
sAMvXyI,MSI,Raider,3.2
9SSBsld,Razer,Blade,3.4
DIftlSW,MSI,Raider,3.8
ZXHUzrT,Razer,Blade,3.2
NdvuLQc,Razer,Blade,3.4
Qkyza8j,Razer,Blade,3.1
M3ij1Kv,Acer,Predator,3.7
4Xwcur6,Razer,Blade,3.8
6EiJdKk,Alienware,Area-51,3.8
xLxWTKs,Razer,Blade,3.2
0teL2pR,Asus,ROG,3.2
A9ZJ3H5,Razer,Blade,3.3
VyzUdCp,Razer,Blade,3.3
J3eKEQ5,MSI,Raider,3.0
A8YCkk8,Razer,Blade,3.8
VRWUvRq,Razer,Blade,3.1
FOFeGUO,Razer,Blade,3.7
5UFW95Y,Asus,ROG,3.6
6iJ3BW6,Alienware,Area-51,3.0
jo9rR6L,Razer,Blade,3.7
1yLWHw7,Alienware,Area-51,3.3
ZPS1m1e,Razer,Blade,3.3
r7SDLuz,Razer,Blade,3.8
DVV5PGC,HP,Omen,3.6
deRzEOU,Razer,Blade,3.3
dLehw8d,MSI,Raider,3.3
NtTKhFE,Razer,Blade,3.6
A4CZOtW,HP,Omen,3.6
VpeMV2N,Alienware,Area-51,3.3
IFZbJH9,HP,Omen,3.7
tRdRj2t,Lenovo,Legion,3.3
oFcQO9y,Razer,Blade,3.3
RuMWQUW,Asus,ROG,3.0
8Mybul0,HP,Omen,3.5
NbmbHjI,Razer,Blade,3.8
oVyC2xC,MSI,Raider,3.1
wC94tbV,Razer,Blade,3.6
bJ1ofIl,HP,Omen,3.1
EaO6To2,Razer,Blade,3.4
65VJX5i,Razer,Blade,3.4
UrtfASc,Razer,Blade,3.7
VhpiEPT,HP,Omen,3.7
12UG1U0,MSI,Raider,3.7
ya7hnxY,Razer,Blade,3.8
Gi78rdx,MSI,Raider,3.2
FEAYGAg,Asus,ROG,3.5
i3tWa6A,Alienware,Area-51,3.3
bnUcQDn,Asus,ROG,3.8
DXnnSbj,Razer,Blade,3.7
Af02J1R,Razer,Blade,3.2
O5oKkKb,Razer,Blade,3.2
3j2iwuB,Razer,Blade,3.5
zOINwRK,Asus,ROG,3.5
lw0dmfU,Razer,Blade,3.5
INK2ixz,Asus,ROG,3.8
DTJQC3b,HP,Omen,3.3
vKbdQc6,Razer,Blade,3.2
0fLHjUe,Razer,Blade,3.3
tUddvJW,Razer,Blade,3.0
JO7SpQx,Razer,Blade,3.6
mmh4Y4s,HP,Omen,3.3
hb9ubjl,Razer,Blade,3.7
gp5sbKk,Razer,Blade,3.8
KsH5J79,Razer,Blade,3.8
8a8fUmj,Razer,Blade,3.0
Wi2XPjF,Razer,Blade,3.0
9WbUCad,Razer,Blade,3.8
A78LfaJ,Razer,Blade,3.5
mIEIs5L,Alienware,Area-51,3.4
nbiWhuz,MSI,Raider,3.4
Yc9RMih,Razer,Blade,3.4
ef2HoWR,Razer,Blade,3.6
7oSZanX,MSI,Raider,3.0
pkDXTVJ,Razer,Blade,3.7
3XGCWmG,Razer,Blade,3.8
kYHHTf3,Razer,Blade,3.3
8CqoSKg,Razer,Blade,3.7
lBuQOnf,Alienware,Area-51,3.5
nJLAgLG,Lenovo,Legion,3.0
qNdWq54,Razer,Blade,3.3
WKdMMmx,Razer,Blade,3.1
rSPjKpr,Razer,Blade,3.0
HQoQC7m,Acer,Predator,3.0
S2FO3EW,Razer,Blade,3.4
5RoBcJH,Razer,Blade,3.2
NVlJPdG,Razer,Blade,3.4
oBD4uJa,Asus,ROG,3.6
Anqolao,Razer,Blade,3.1
epM1miD,Razer,Blade,3.8
carZGTz,Razer,Blade,3.2
3ImOalU,Lenovo,Legion,3.0
zpEj3nk,Razer,Blade,3.3
5gmTQ3m,Razer,Blade,3.1
CEDQSrv,Razer,Blade,3.0
i4fBOLh,Asus,ROG,3.0
0lhC9tC,Alienware,Area-51,3.4
5gkIChs,Razer,Blade,3.1
g6o2Cqx,MSI,Raider,3.2
kCRNFko,Razer,Blade,3.6
adewSvf,Razer,Blade,3.3
9aJNjZa,Acer,Predator,3.4
0NeRujD,MSI,Raider,3.1
4u0vy9E,Acer,Predator,3.2
fqVPuvL,MSI,Raider,3.6
irpKTVs,Acer,Predator,3.3
MGP6iJU,Acer,Predator,3.3
19e2DoW,Razer,Blade,3.1
Sk5tKqR,Razer,Blade,3.3
mbLGMuE,Razer,Blade,3.8
9VPJzTU,Razer,Blade,3.1
P9txYiW,Razer,Blade,3.0
uDrAyES,Lenovo,Legion,3.8
z44fgWi,MSI,Raider,3.2
Uc5Ozrj,Lenovo,Legion,3.5
1fPE3oh,Razer,Blade,3.4
N9m2ntC,Razer,Blade,3.1
b1QGvLP,Razer,Blade,3.5
UJkJbaC,Razer,Blade,3.2
ngbF8oB,Razer,Blade,3.5
OsBXDZ8,Lenovo,Legion,3.5
zkymVa3,Razer,Blade,3.0
tMu4Ilb,Razer,Blade,3.6
XsinJ8r,Razer,Blade,3.2
MNA7aq0,Razer,Blade,3.0
bYudGja,Razer,Blade,3.4
jw8OGuQ,Razer,Blade,3.1
el8Exaw,Razer,Blade,3.5
Lu5Zrli,Razer,Blade,3.4
6g6T0iS,HP,Omen,3.2
PVTA6wt,Razer,Blade,3.6
QNQ5R5P,Razer,Blade,3.1
wVAKMHI,Acer,Predator,3.5
eOOCUOO,Lenovo,Legion,3.7
8I44t9E,Razer,Blade,3.1
2wvStsF,MSI,Raider,3.1
rZ9QcRX,Razer,Blade,3.1
0NoaFxp,Acer,Predator,3.6
6cyvLTT,Razer,Blade,3.6
szEqpLW,Razer,Blade,3.5
3ZxAACV,Razer,Blade,3.4
crhzria,Razer,Blade,3.0
UFoYXuL,Razer,Blade,3.3
CvhtlQT,Acer,Predator,3.7
4sYNOlS,Razer,Blade,3.3
FONqmMb,Lenovo,Legion,3.8
McBXExN,MSI,Raider,3.2
BwirryM,Razer,Blade,3.4
FOKvtVS,Asus,ROG,3.2
eADWMYs,Razer,Blade,3.8
HaF8daA,Lenovo,Legion,3.7
xCCS3C3,Asus,ROG,3.6
tgtMLQD,Razer,Blade,3.7
3dobtKM,Razer,Blade,3.1
DzYr1F9,Razer,Blade,3.2
TGJuf2l,Asus,ROG,3.8
DnpqTfS,Razer,Blade,3.3
fU0dsjm,Lenovo,Legion,3.7
Y7ZDOcg,Razer,Blade,3.5
Jth4t3C,Acer,Predator,3.8
X8kuIoB,MSI,Raider,3.3
GSCuqS2,Razer,Blade,3.0
2Vei3tW,Razer,Blade,3.4
Slfx7dK,Razer,Blade,3.3
1wf91xJ,Razer,Blade,3.4
Kl3GjNn,Razer,Blade,3.5
N5ARcMy,MSI,Raider,3.0
we1svd5,Acer,Predator,3.6
V9rBSnO,Razer,Blade,3.3
QFQBfbh,Acer,Predator,3.4
8dqfweH,Razer,Blade,3.5
t0rvhrx,HP,Omen,3.5
eyViejz,Razer,Blade,3.4
cPk8eZ7,MSI,Raider,3.2
ogExOpd,Acer,Predator,3.3
y8PaND7,Razer,Blade,3.4
yQkhu4j,Razer,Blade,3.6
Emzqi7J,Asus,ROG,3.2
gswxcJq,Razer,Blade,3.7
erMfoB9,HP,Omen,3.8
uNHu2oc,Razer,Blade,3.5
UHu1LlA,Razer,Blade,3.0
IXolnxF,Razer,Blade,3.6
w0irk7C,Razer,Blade,3.6
qlW6jeX,Razer,Blade,3.3
yTPchLQ,Razer,Blade,3.0
gBGZbHQ,Acer,Predator,3.8
zhqVivv,Razer,Blade,3.5
xMMeqag,Asus,ROG,3.7
IG2HikU,Razer,Blade,3.4
VRvtuI4,Razer,Blade,3.2
NTmPvRX,Alienware,Area-51,3.2
LrEqUYh,Razer,Blade,3.1
gk0P9Ki,HP,Omen,3.3
o6XdiZj,Asus,ROG,3.2
rSsxLBN,Razer,Blade,3.8
nKQLzGP,Alienware,Area-51,3.4
VpHjOP8,Acer,Predator,3.1
bniAf3R,MSI,Raider,3.3
0COQxDd,Razer,Blade,3.2
0topNuI,Asus,ROG,3.6
0x0hBvU,Razer,Blade,3.1
rfv62uk,Razer,Blade,3.8
GKtYPnD,Razer,Blade,3.7
wopakhI,HP,Omen,3.2
U259MVm,Razer,Blade,3.7
Or61zcT,Razer,Blade,3.1
7nGwkLJ,Razer,Blade,3.8
gquIrSx,Razer,Blade,3.6
FKY7cIA,Razer,Blade,3.3
e3ibsyk,Razer,Blade,3.7
qElBijE,Razer,Blade,3.3
fwrsStb,Razer,Blade,3.6
YwwNT9f,Asus,ROG,3.8
JDdk4qJ,Razer,Blade,3.6
6GadKsO,Razer,Blade,3.0
Udzcjf4,Asus,ROG,3.0
94em8FK,Razer,Blade,3.0
nZORIZ0,Razer,Blade,3.7
cxpMNtf,Razer,Blade,3.6
W75A3cM,Acer,Predator,3.7
ookZaY6,Asus,ROG,3.1
TOkIoYW,Alienware,Area-51,3.1
hKwNv8P,Acer,Predator,3.0
Z75W7Kq,Alienware,Area-51,3.1
2MDweD4,Razer,Blade,3.7
AUNWmlZ,HP,Omen,3.4
dBg7XEd,Razer,Blade,3.3
B9WBCER,Asus,ROG,3.0
xrxQNVZ,Lenovo,Legion,3.0
2zewzlN,Lenovo,Legion,3.5
xRnkS4L,Razer,Blade,3.3
ayv5pLE,Razer,Blade,3.1
POXhNWL,Razer,Blade,3.5
O5sfX4l,Asus,ROG,3.7
uy4twQr,HP,Omen,3.0
hqK96Sq,Razer,Blade,3.1
IM9LaQV,Asus,ROG,3.8
FX7C3v2,Lenovo,Legion,3.4
wi0misw,Razer,Blade,3.5
o3TKYAS,MSI,Raider,3.4
hoZCtRV,Razer,Blade,3.7
XGgmYZV,Razer,Blade,3.8
yTtZyk8,Lenovo,Legion,3.4
zULCZT0,Razer,Blade,3.7
cnUNvYM,MSI,Raider,3.4
oqVWHTe,Razer,Blade,3.7
BCE6gEt,Razer,Blade,3.8
YdesH6q,HP,Omen,3.5
ddSQPoe,Razer,Blade,3.4
EmLybjY,Razer,Blade,3.1
glrYZji,Alienware,Area-51,3.7
leBusPa,Lenovo,Legion,3.3
24MjjRu,Alienware,Area-51,3.1
a4QSA2w,Razer,Blade,3.1
FVSEcxs,Razer,Blade,3.6
KPJqvFy,Razer,Blade,3.5
f7qjTYP,Razer,Blade,3.7
ouaBWjq,Acer,Predator,3.5
svIhQJ2,Razer,Blade,3.3
IUQf3F2,Razer,Blade,3.3
PK8tlmk,Razer,Blade,3.7
S9fCDd8,Lenovo,Legion,3.8
dXjCPHP,Razer,Blade,3.6
RLrvLmJ,Razer,Blade,3.8
XOvrJ7B,MSI,Raider,3.4
VKLrSpK,MSI,Raider,3.4
OFmoBek,Razer,Blade,3.8
P5ohA2w,MSI,Raider,3.6
g05v2QI,Acer,Predator,3.3
b5XbF4Z,Acer,Predator,3.6
Gbj0BKJ,MSI,Raider,3.3
8gGEhXA,Razer,Blade,3.5
5DZVqOe,Razer,Blade,3.3
53Ga2Ir,Razer,Blade,3.8
okJTp5Z,Razer,Blade,3.3
CwU16HH,HP,Omen,3.4
nM44LlH,Razer,Blade,3.8
g7knotB,MSI,Raider,3.2
p6KkHRt,Razer,Blade,3.8
AX25q34,Razer,Blade,3.4
A4OparF,Razer,Blade,3.6
3j6lCDY,HP,Omen,3.1
NuyULm5,Razer,Blade,3.5
J75bAdH,HP,Omen,3.1
uEcALpr,Alienware,Area-51,3.2
pgNNyl1,Razer,Blade,3.0
xroGtKW,Acer,Predator,3.8
lpqSQNy,Alienware,Area-51,3.5
TfjemV5,MSI,Raider,3.1
gCRLUVK,Lenovo,Legion,3.2
tW3sBPS,Razer,Blade,3.4
H9U3Pd4,MSI,Raider,3.7
UdzdXdP,Razer,Blade,3.1
Wl8FxR7,HP,Omen,3.6
X0yvsU8,Asus,ROG,3.2
BJ5awf3,Asus,ROG,3.8
ulIxZUc,Razer,Blade,3.3
cSfzPlI,Razer,Blade,3.2
syzI7RM,Razer,Blade,3.1
myCuJc8,MSI,Raider,3.6
WGUqtC7,Razer,Blade,3.7
m5OoVQS,Acer,Predator,3.5
JSltbtI,HP,Omen,3.0
qzG4lqf,Asus,ROG,3.2
q1w6X8p,HP,Omen,3.8
yaDrYLu,Alienware,Area-51,3.0
L1lVunR,Razer,Blade,3.8
1n6bolL,HP,Omen,3.3
REIDOB6,Alienware,Area-51,3.0
mW43ies,Razer,Blade,3.2
OO2GbDj,Razer,Blade,3.4
QeghBv4,Razer,Blade,3.6
aL6vbd9,Razer,Blade,3.7
REdmiAq,Razer,Blade,3.8
0KjwqSR,Lenovo,Legion,3.3
itchcpt,Razer,Blade,3.6
opP247z,Razer,Blade,3.4
mtl6T0C,Razer,Blade,3.6
NbP6nmi,Razer,Blade,3.0
uijsISx,Razer,Blade,3.6
3pmN5Fz,Razer,Blade,3.7
2mQDVZa,Acer,Predator,3.4
adBNbNy,Asus,ROG,3.1
FI99ruq,Alienware,Area-51,3.4
6T6ljHQ,Razer,Blade,3.6
1gvcxsZ,Alienware,Area-51,3.8
k6jqAxC,HP,Omen,3.4
QnoQGhX,Asus,ROG,3.6
57MQ4HI,Razer,Blade,3.3
Csz1BjK,Razer,Blade,3.8
5zke2Ym,MSI,Raider,3.2
5scPdxz,Razer,Blade,3.4
WuK1VIP,Acer,Predator,3.7
qUFoL25,HP,Omen,3.5
44bmYzK,Razer,Blade,3.7
5m5wcH6,Razer,Blade,3.3
FFMR74y,Razer,Blade,3.0
hgj3qdB,Alienware,Area-51,3.6
bFP9Jei,Razer,Blade,3.3
k36bc8c,Razer,Blade,3.5
TFIDjvw,Razer,Blade,3.8
gcRUGyt,HP,Omen,3.6
C9lRllw,Razer,Blade,3.4
ttn7ETL,Lenovo,Legion,3.2
7EdsgYp,Razer,Blade,3.0
HTVZ1MA,Lenovo,Legion,3.5
cyBYKbd,MSI,Raider,3.2
Muh3Kk8,Razer,Blade,3.5
mipL79c,Razer,Blade,3.8
myhNNYR,Asus,ROG,3.0
ljqy58K,HP,Omen,3.6
CVyp7PG,HP,Omen,3.4
lNHnzOl,Acer,Predator,3.4
7mDpmLP,Acer,Predator,3.1
r2mtP3F,Razer,Blade,3.0
a5lFS4I,Asus,ROG,3.3
e6Arp7M,Acer,Predator,3.2
mqsgwsf,Asus,ROG,3.4
2vw3DzQ,Razer,Blade,3.2
QyVmfS2,Razer,Blade,3.2
yscfwky,Razer,Blade,3.7
tN6tZzc,Razer,Blade,3.3
rdJbznP,Razer,Blade,3.7
ZLrH4AN,Razer,Blade,3.5
OEV9mC5,Razer,Blade,3.2
tYBz5l2,Razer,Blade,3.1
0Tlh7ib,Razer,Blade,3.6
jAiScUk,Razer,Blade,3.6
iSC3NQP,Razer,Blade,3.5
1CNk2hV,Razer,Blade,3.6
RpXlUoA,Razer,Blade,3.7
xZoLRpX,Razer,Blade,3.4
MaYQeHA,MSI,Raider,3.6
4vYr4ph,Acer,Predator,3.5
4R5uXEq,MSI,Raider,3.2
17TvsEi,Razer,Blade,3.2
CAm7sUS,Razer,Blade,3.0
C2JUGYs,Alienware,Area-51,3.0
RGU7rFF,Asus,ROG,3.5
bmizko4,Razer,Blade,3.2
Clgx0tK,Razer,Blade,3.8
z72CMon,Razer,Blade,3.8
ksfQ0XB,Razer,Blade,3.7
3SE2UJe,Razer,Blade,3.5
Y04pnUd,Alienware,Area-51,3.8
OEAMZpe,Razer,Blade,3.8
VTeowS5,Lenovo,Legion,3.6
CGUVgG8,HP,Omen,3.6
EMkCCh6,Razer,Blade,3.7
oGxCoIr,Razer,Blade,3.5
qkougzk,HP,Omen,3.7
TMyGUho,Asus,ROG,3.4
OSaRiNJ,Lenovo,Legion,3.7
pugHiha,Razer,Blade,3.6
c6cuxhx,Razer,Blade,3.8
Xa6arR7,Alienware,Area-51,3.3
741F3ca,Razer,Blade,3.6
4nHmSZV,Alienware,Area-51,3.3
ntimviF,Razer,Blade,3.5
6EUhfNl,Razer,Blade,3.8
Vkh9Ct1,Acer,Predator,3.0
OnYdz5k,Razer,Blade,3.8
XkxIwos,Asus,ROG,3.3
7xrAi3z,Razer,Blade,3.4
nHaotrO,Razer,Blade,3.5
IpNae1r,Razer,Blade,3.7
9ls4NFJ,Razer,Blade,3.8
0tQhDoZ,Razer,Blade,3.2
9DjSY0A,Razer,Blade,3.4
ZHT5Fa2,Alienware,Area-51,3.8
fsjommC,Acer,Predator,3.4
ocqzmRW,Asus,ROG,3.1
jyJ2A2N,Razer,Blade,3.3
1aMbsg7,HP,Omen,3.5
fGTJVkQ,Razer,Blade,3.7
whCWqFO,Asus,ROG,3.1
yThBu8p,Alienware,Area-51,3.3
Bb6bdpI,Asus,ROG,3.2
1vw4PGS,Asus,ROG,3.6
NA6qVcZ,MSI,Raider,3.3
Dfp3ZYd,Razer,Blade,3.1
Zm3bOJA,Lenovo,Legion,3.4
AjQvTKd,MSI,Raider,3.2
1NMFdfx,Razer,Blade,3.0
RtOES5n,Acer,Predator,3.3
lJXwPho,Razer,Blade,3.1
D6YxSjZ,MSI,Raider,3.3
sc6pKW7,MSI,Raider,3.5
HuwAKR3,Razer,Blade,3.8
5VIUG4N,Razer,Blade,3.7
cmdqKOi,Razer,Blade,3.3
FeDW6ED,Razer,Blade,3.2
jPnffj8,Razer,Blade,3.1
Fo25iSQ,Alienware,Area-51,3.5
MqE2ve9,Razer,Blade,3.2
cQhsnyJ,Razer,Blade,3.1
KYxCUzt,Razer,Blade,3.6
gbXzcEK,HP,Omen,3.2
qWvlOQm,HP,Omen,3.6
pEGiYJ3,Razer,Blade,3.8
dDwl7Er,Razer,Blade,3.3
u8hEvhD,Alienware,Area-51,3.3
NDvimbn,Razer,Blade,3.3
eqlQQnw,Razer,Blade,3.4
9MdijoA,Alienware,Area-51,3.1
6gpUqiY,MSI,Raider,3.7
kpZDTns,Acer,Predator,3.4
corfHOG,MSI,Raider,3.2
2I7aLjg,Razer,Blade,3.4
3kHzgnB,Razer,Blade,3.5
P5W2hTt,Razer,Blade,3.4
dNkQzyp,Alienware,Area-51,3.3
htW3BeW,Lenovo,Legion,3.3
CoYKJal,Lenovo,Legion,3.8
XNU3Ehx,Razer,Blade,3.8
dxYALMu,Razer,Blade,3.4
348Gojs,Razer,Blade,3.3
b82Lzwz,Acer,Predator,3.4
MZB2nkK,Razer,Blade,3.4
zBs7rld,Razer,Blade,3.1
9KqLw8w,Razer,Blade,3.8
rzNRVMa,Lenovo,Legion,3.8
TGmKH3R,Asus,ROG,3.7
lKbMaUJ,Razer,Blade,3.7
0G07en5,Lenovo,Legion,3.6
ALYB9Kr,Asus,ROG,3.4
xwIYctk,Razer,Blade,3.4
Pblbdkh,Razer,Blade,3.6
LlyH5u6,Razer,Blade,3.5
ct3GoH7,MSI,Raider,3.0
HwTwoRn,Acer,Predator,3.2
EUZ0D7c,Razer,Blade,3.2
4y3Py7e,Alienware,Area-51,3.1
ynZCMRK,Lenovo,Legion,3.6
QX9M0wY,Razer,Blade,3.5
r4oYlKc,MSI,Raider,3.4
n0JlJrV,HP,Omen,3.8
iXOdZnz,Razer,Blade,3.2
EgLGl55,Razer,Blade,3.0
MzK9vkB,HP,Omen,3.3
Ic7gLa6,Lenovo,Legion,3.8
zo9hPn5,Acer,Predator,3.8
6knbwgY,MSI,Raider,3.1
C9j5iem,Razer,Blade,3.8
HoVwPT0,Lenovo,Legion,3.7
m7f9jTC,Razer,Blade,3.4
XXhFMFH,HP,Omen,3.4
MSJ1sWv,Lenovo,Legion,3.4
c0Xm0yG,MSI,Raider,3.6
8Qz8NSF,Razer,Blade,3.8
mEyshPQ,Razer,Blade,3.6
r1krRo7,Razer,Blade,3.6
LS6wG3K,Razer,Blade,3.0
ox0mGVh,Razer,Blade,3.1
X1iwPHo,Razer,Blade,3.3
lgjWFIS,Razer,Blade,3.6
6bh6qxw,Asus,ROG,3.0
yb1z3kC,Razer,Blade,3.3
u5GmKpR,Razer,Blade,3.2
Mbgm7ko,Razer,Blade,3.1
oDzDy5r,Razer,Blade,3.0
IXCoQCO,Razer,Blade,3.8
fh9lEeF,Razer,Blade,3.7
F7lEM0M,Razer,Blade,3.0
vvfFjXd,Lenovo,Legion,3.1
GAylpdG,HP,Omen,3.6
ZovTpZK,Razer,Blade,3.0
zpDtTE4,Razer,Blade,3.0
fRPYlUn,Razer,Blade,3.0
oWO126I,Razer,Blade,3.6
MeKwN4n,Razer,Blade,3.0
zcD4ZMU,Razer,Blade,3.7
7Z0FWWn,HP,Omen,3.8
RNUr2wb,Razer,Blade,3.6
IioNjBN,Razer,Blade,3.7
LsWHsDB,Razer,Blade,3.8
RPD6hnO,Razer,Blade,3.0
0g83AZM,Lenovo,Legion,3.0
8oHWaNh,Alienware,Area-51,3.4
ic7k62N,Lenovo,Legion,3.1
SmoUROZ,Acer,Predator,3.3
QqRYC4Z,Razer,Blade,3.5
uqgEOTL,Razer,Blade,3.3
TQsElGH,Razer,Blade,3.1
yP3a8Dy,Asus,ROG,3.4
5h7lX26,HP,Omen,3.3
